scenario,total_cost_gbp_bn_per_yr,lp_objective_gbp_bn_per_yr,fixed_asset_cost_gbp_bn_per_yr,shadow_carbon_price_gbp_per_t,emissions_mt,net_imports_twh,onwind_gw,offwind_gw,solar_gw,gas_gw,gas_ccs_gw,nuclear_gw,battery_gw,onwind_new_gw,offwind_new_gw,solar_new_gw,battery_new_gw,electrolysis_gw,h2_store_gwh,h2_turbine_gw_el,teesside_green_h2_twh,teesside_blue_h2_twh,curtailed_share_wind_solar
cap5_no_h2,15.1123,9.85603,5.25626,52.4581,5,14.8444,36.324,27.856,96.9237,29.6888,1.21527e-10,4.458,14.6536,20.019,1.8497e-09,82.7877,0.000199352,0,0,0,5.72985e-12,0,0.0158212
